ordId;question;Comments;CorrectAnswer;a;b;c;sound;photo;questionId
365;Ce signal routier m’oblige à tourner à droite;Il vous oblige simplement à passer à droite de l'îlot.;B;Oui;Non;;9672.mp3;;9672
366;Pour laisser descendre un passager;Ni arrêt ni stationnement sur un trottoir. Lorsque le passage des trams est entravé, seul le stationnement est interdit.;A;Je reste sur la chaussée;Je m’immobilise sur le trottoir;;9664.mp3;;9664
367;Le dépassement d’une voiture est interdit sous un pont;Aucune interdiction si la visibilité vers l’avant est suffisante.;B;Oui;Non;;9665.mp3;;9665
368;Le chargement peut dépasser l’arrière de mon véhicule;Un mètre et trois mètres pour une pièce indivisible.;A;Oui;Non;;9666.mp3;;9666
369;Je peux emprunter cette voie;Le signal d’interdiction placé à votre gauche ne vous concerne pas.;A;Oui;Non;;9657.mp3;;9657
370;Il est autorisé de stationner comme ce véhicule;Hors agglomération, sur une voie publique comprenant deux chaussées, il est interdit de stationner du côté gauche ainsi que sur le terre-plein central.;A;Oui, en agglomération;Oui, hors agglomération;Non;9659.mp3;;9659
371;Les véhicules de droite roulent à la même vitesse que le tram.  Je peux dépasser le tram par la gauche;Le dépassement du tram s'effectue par la droite, sauf obstacle fixe.;C;Oui;Oui, à condition que personne ne vienne en sens inverse;Non;9662.mp3;;9662
372;Ce véhicule est correctement stationné;Oui, car il se trouve avant le signal indiquant une autoroute.;A;Oui;Non;;9670.mp3;;9670
373;Je dois céder le passage à ces personnes âgées;Sans passage, les piétons ne bénéficient pas de la priorité. Redoublez cependant de prudence en présence de personnes âgées.;C;Oui;Oui et je dois éventuellement m’arrêter;Non, mais je redouble de prudence;9678.mp3;;9678
374;Pour contourner ce véhicule stationné, l'usage de l’indicateur de direction est;Le clignotant est obligatoire pour chaque déplacement latéral, même peu important.;A;Obligatoire;Facultatif;Inutile;9683.mp3;;9683
375;Je désire changer de bande;Changer de bande est une manoeuvre.;B;J’ai priorité;Je dois céder le passage;;9646.mp3;;9646
376;Sur cette chaussée surmontée de feux, je peux choisir ma bande de circulation;Ne pas confondre le choix de bande qui ne peut se faire qu'en agglomération et la possibilité de circuler en plusieurs files mais seulement par densité de trafic.;B;Oui;Non;;9650.mp3;;9650
377;Dans ce tunnel, en agglomération, je peux circuler à 70 km/h;Vitesse maximale en agglomération : 50 km/h;C;Oui;Oui et c’est d'ailleurs la vitesse minimale;Non;9651.mp3;;9651
378;Lorsque le feu passe au vert, je pourrai continuer tout droit;Je ne peux plus changer de bande et, dans le carrefour, je dois suivre la direction imposée par la flèche.;C;Oui, en changeant de bande après la ligne blanche;Oui, en cédant le passage aux autres conducteurs;Non;9656.mp3;;9656
379;Le feu vient de passer au vert. Je peux m’engager dans le carrefour;N’oubliez pas l’agent qualifié.;C;Oui, en redoublant de prudence;Oui, lorsque le carrefour est dégagé;Non;9671.mp3;;9671
380;Chaussée à sens unique. Ce signal;Le signal est valable du côté où il est placé. De ce côté de la voie publique, vous ne pouvez pas utiliser l'accotement.;C;M’oblige à stationner à droite sur la chaussée;M’interdit de stationner sur l’accotement de droite;M’interdit de stationner sur l’accotement de gauche;9632.mp3;;9632
381;Je peux m’immobiliser le long du trottoir pour déposer des bouteilles dans le container;Ni arrêt ni stationnement sur les pistes cyclables.;B;Oui;Non;;9644.mp3;;9644
382;Je peux tourner à droite;Le fonctionnement du feu annule le signal STOP.;A;Oui;Oui, mais en marquant l’arrêt préalablement;Oui, mais en cédant le passage à gauche;9648.mp3;;9648
383;Je suis correctement placé pour circuler;La large ligne blanche indique le bord de la chaussée. Vous êtes sur un accotement de plain-pied.;B;Oui;Non;;9677.mp3;;9677
384;En circulant à 60 km/h, je garde avec le camion qui me précède une distance de sécurité d’environ;Pour connaître la distance de sécurité par temps sec, divisez votre vitesse par 2.;B;24 mètres;30 mètres;36 mètres;9681.mp3;;9681
385;Sur cette chaussée, je dois circuler à droite;C’est la règle.;A;Oui;Non;;9669.mp3;;9669
386;Ce signal lumineux signifie que je dois m’arrêter;Le feu blanc lunaire autorise le passage.;C;Oui;Oui, sauf si, au moment où il s’allume, j’en suis trop proche;Non;9663.mp3;;9663
387;Pour tourner à droite, je devrai céder le passage au cycliste;En tournant, céder le passage aux cyclistes et aux piétons.;A;Oui;Non;;9655.mp3;;9655
388;En circulant à 127 km/h sur autoroute, je risque un retrait immédiat du permis de conduire;Seulement si vous dépassez la vitesse maximale de plus de 30 km/h.;B;Oui;Non;;9653.mp3;;9653
389;Je peux laisser descendre mon passager à droite après le passage pour piétons;Seul le stationnement est interdit sur un arrêt de bus.;A;Oui;Non;;9643.mp3;;9643
390;Je peux dépasser le conducteur qui me précède sur le passage à niveau signalé;Interdiction de dépasser un véhicule à moteur sauf si le passage est équipé de feux.;B;Oui;Oui, mais uniquement s’il est équipé de feux;Non;9652.mp3;;9652
391;Je peux franchir cette marque routière pour changer de bande;La première ligne que vous rencontrez est une ligne discontinue.;A;Oui;Non;;9647.mp3;;9647
392;Dans cette situation, je dois utiliser l’indicateur de direction pour tourner à droite;Signaler tous les changements de direction, même s'il y a des flèches au sol.;A;Oui;Non;;9645.mp3;;9645
393;Je peux croiser ce véhicule par la gauche;Toujours croiser par la droite. Vous devez attendre que le bus tourne.;B;Oui;Non;;8200.mp3;;8200
394;Mon chargement peut dépasser l’avant du véhicule;Jamais dépasser l’avant du véhicule;C;Oui, mais de maximum un mètre;Oui, s'il est constitué d’une pièce indivisible de grande longueur;Non;8201.mp3;;8201
395;Incendie dans un tunnel. Les fumées sont telles que vous devez vous immobiliser;Dirigez-vous vers la sortie de secours la plus proche.;B;Vous fermez les fenêtres et prévenez les secours;Vous quittez le véhicule en laissant la clef sur le contact;Vous faites marche arrière;3420.mp3;;3420
396;Je peux dépasser un camion;L’interdiction de dépasser ne concerne que les camions;A;Oui;Oui, à 70 km/h maximum;Non;8203.mp3;;8203
397;Ce signal routier signifie;Définition du signal.;B;Ornière;Chaussée glissante;Cassis ou dos d’âne;8204.mp3;;8204
398;Ces flèches de rabattement me donnent priorité pour changer de bande;Changer de bande est une manoeuvre.;B;Oui;Non;;8205.mp3;;8205
399;Ce conducteur tourne à gauche. Je peux le dépasser par la droite;Seul le dépassement par la gauche est interdit.;A;Oui;Non;;8206.mp3;;8206
400;Cette injonction signifie que je dois m’arrêter à hauteur de l’agent qualifié;Je dois m’arrêter avant de rentrer dans le carrefour. Si je suis déjà engagé, je dois dégager le carrefour;B;Oui;Non;;8207.mp3;;8207
401;Un agent qualifié m’arrête pour avoir franchi un passage à niveau alors que les feux rouges clignotants sont allumés;Seul un magistrat peut décider d’un retrait immédiat.;C;Il peut procéder au retrait immédiat de mon permis;Il doit procéder au retrait immédiat de mon permis;Il doit demander l’avis du procureur du Roi;8208.mp3;;8208
402;Puis-je faire demi-tour dans cette rue ?;Il s’agit d’une chaussée à sens unique.;B;Oui;Non;;8209.mp3;;8209
403;Après avoir dépassé ce véhicule, je dois reprendre ma place à droite;Les portiques vous autorisent à rester sur la bande du milieu.;B;Oui;Non;;8210.mp3;;8210
404;Sur cette voie publique, je peux stationner à droite comme à gauche;Sur une chaussée à sens unique, le stationnement est autorisé des deux côtés.;A;Oui;Non;;8211.mp3;;8211
405;Pour stationner dans cette rue;Vous devez respecter la durée indiquée sur le signal.;A;J’utilise le disque et je stationne durant une heure maximum;J’utilise le disque et je stationne durant deux heures maximum;J’utilise le disque seulement si je désire stationner plus d’une heure;8213.mp3;;8213
406;Ces flèches m’autorisent à me rabattre immédiatement;Vous devez attendre la fin de la ligne blanche continue.;B;Oui;Non;;8214.mp3;;8214
407;Au prochain carrefour;L’interdiction de tourner à droite ne concerne que les véhicules dont la masse en charge dépasse 3500 kg. L'interdiction de tourner à gauche est valable pour tous les conducteurs.;A;Je peux tourner à droite;Je peux tourner à droite et à gauche;Je dois continuer tout droit;8219.mp3;;8219
408;Sur cet accotement de plain pied, je stationne;Comme il n’y a pas de trottoir, vous devez laisser 1,5 mètres aux piétons du côté extérieur.;C;Au centre;Plutôt à droite;Plutôt à gauche;7100.mp3;;7100
409;Ce véhicule peut stationner en agglomération;Les caravanes ne peuvent pas stationner plus de 24 heures car ce sont des remorques. Par contre, la durée de stationnement d’un mobil home n’est pas limitée. (sauf s’il pèse plus de 7500 kg);A;Oui;Oui, durant 24 heures maximum;Oui, durant 48 heures maximum;7101.mp3;;7101
410;"Je peux laisser mon véhicule avec la mention ""à vendre"" sur la voie publique pendant maximum 24 heures";Il est interdit de laisser un véhicule avec la mention à vendre ou à louer sur la voie publique.;B;Vrai;Faux;;7103.mp3;;7103
411;Les véhicules de droite sont stationnés. Je peux dépasser ces cavaliers;Il est seulement interdit de dépasser un véhicule à moteur qui dépasse un véhicule large.;A;Oui;Non;Non, il est interdit de tripler;7104.mp3;;7104
412;Le dépassement du cycliste est autorisé;Seul le dépassement d’un véhicule large ou à moteur est interdit dans un carrefour ou devant un passage.;A;Oui;Non, c’est interdit dans un carrefour;Non, c’est interdit devant un passage pour piétons;7105.mp3;;7105
413;Le véhicule blanc bénéficie de la priorité;En sortant d’un parking, il effectue une manoeuvre.;B;Oui;Non;;7106.mp3;;7106
414;Je dois céder le passage au véhicule rouge;Le véhicule rouge tourne à gauche. Il doit vous céder le passage.;C;Oui;Oui, sauf si je continue tout droit;Non;7107.mp3;;7107
415;Je peux emprunter le trottoir pour éviter ce camion;Toute circulation est interdite sur un trottoir.;B;Oui;Non;;7108.mp3;;7108
416;L’autobus bénéficie de la priorité pour changer de bande;Changer de bande est une manoeuvre. L’autobus n’a priorité que pour quitter son arrêt en agglomération.;B;Oui;Non;;7109.mp3;;7109
417;Je peux dépasser ce véhicule par la droite;Lorsque le conducteur tourne à gauche, vous pouvez le dépasser par la droite.;A;Oui;Non;;7110.mp3;;7110
418;Je dois céder le passage au piéton;Le feu est vert.;B;Oui;Non;;7111.mp3;;7111
419;Dans cette situation;Vous ne pouvez pas circuler à gauche d’une ligne blanche continue lorsqu’elle sépare les deux sens de trafic.;A;Je reste à droite de la ligne blanche;Je franchis le marquage à hauteur de la ligne discontinue;;7112.mp3;;7112
420;Puis-je stationner à droite devant la voiture bleue;Arrêt et stationnement interdit sur une zone d’évitement.;C;Oui;Oui, si mon véhicule mesure moins de 1,65 mètres;Non;7113.mp3;;7113
421;Je peux stationner à droite sur l’accotement;Vous allez masquer le panneau de fin d’agglomération qui se trouve à moins de 2 mètres du sol.;B;Oui;Non;;7114.mp3;;7114
422;Je peux dépasser le véhicule qui me précède;La ligne blanche est rendue sans effet par le marquage orange.;A;Oui;Non;;7115.mp3;;7115
423;Je dois laisser ce conducteur prendre place à bord de son véhicule;Avant d’ouvrir sa portière, le conducteur doit s’assurer de ne pas gêner les autres usagers.;B;Oui;Non;;7116.mp3;;7116
424;Ne pas obtempérer à cette injonction d’un agent qualifié constitue une infraction;Cela fait partie des infractions les plus graves. Il n’y a cependant pas d’infraction du 5ème degré.;B;Du troisième degré;Du quatrième degré;Du cinquième degré;7117.mp3;;7117
425;Le panneau du bas avec la flèche noire indique une descente dangereuse;Ce panneau additionnel limite la portée du signal placé au dessus à la sortie.;B;Oui;Non;;7118.mp3;;7118
426;Ce véhicule a indiqué son intention de tourner à gauche. Puis-je le dépasser par la droite en empruntant l’accotement ?;Lorsque la largeur de la chaussée est insuffisante, vous pouvez utiliser l’accotement de plain-pied pour dépasser.;A;Oui;Non;;7120.mp3;;7120
427;Quelle est la meilleure manière de positionner sa main sur le levier de changement de vitesse ?;En plaçant votre main sur le dessus du levier, votre force part vers le bas.;B;Sur le dessus;Sur le côté;;7121.mp3;;7121
428;Quel signal m’oblige à circuler à 50 km/h ?;C’est le signal d’agglomération.;B;Celui du haut;Celui du bas;Les deux;7122.mp3;;7122
429;Ce cycliste veut traverser la chaussée en empruntant le passage pour piétons. Je dois lui céder le passage;Le cycliste ne peut même pas traverser sur le passage pour piétons.;B;Oui;Non;;7123.mp3;;7123
430;Au carrefour;Vous pouvez continuer tout droit en vous plaçant sur la bande de droite. Vous pouvez tourner à droite ou à gauche, mais ce n’est pas obligatoire.;C;Je dois tourner à gauche;Je dois tourner à droite;Je peux continuer tout droit;7124.mp3;;7124
431;Un pneu doit être gonflé à;Ne jamais sous gonfler un pneu.;C;50%;75%;100%;7126.mp3;;7126
432;Un signal relatif à l’arrêt et au stationnement est valable;Du côté où il est placé, du panneau jusqu’au carrefour.;B;A droite;Du côté où il est placé;Des deux côtés de la chaussée;7127.mp3;;7127
433;Mon véhicule mesure 4 mètres de long. Afin de stationner réglementairement, l’emplacement doit mesurer au minimum;Un mètre devant et un mètre derrière, soit 6 mètres au total.;B;5 mètres;6 mètres;Il n’y a pas de minimum;7128.mp3;;7128
434;Dans cette zone, les piétons ont le droit de circuler sur la chaussée;Les piétons doivent emprunter le trottoir sauf dans une zone résidentielle.;C;Oui;Oui, et ils ont toujours priorité;Non;7129.mp3;;7129
435;Conduire avec un bras dans le plâtre est;Le conducteur doit toujours présenter les qualités physiques requises.;C;Autorisé;Déconseillé;Interdit;7130.mp3;;7130
436;Je désire tourner à gauche. Je dois céder le passage au véhicule jaune;Avant de tourner à gauche, vous devez toujours céder le passage aux conducteurs venant en sens inverse.;A;Oui;Oui, sauf s’il tourne;Non;7131.mp3;;7131
437;Pour desserrer les boulons d’une roue, je les tourne;C’est la même chose que pour dévisser le bouchon une bouteille.;B;Dans le sens des aiguilles d’une montre;Dans le sens contraire des aiguilles d’une montre;;7133.mp3;;7133
438;Tourner le volant en plaçant la main à l’intérieur du cercle est;Principalement pour l’amplitude du mouvement et le contrôle à la sortie du virage.;B;Interdit;Dangereux;Conseillé;7134.mp3;;7134
439;Quel témoin indique un problème de pression d’huile;La burette doit vous faire penser à de l’huile.;A;1;2;3;7135.mp3;;7135
440;Lorsque le test de drogue fait présumer la présence d’une substance interdite dans le sang, l’interdiction temporaire de conduire est fixée à;La drogue s’élimine plus lentement que l’alcool.;C;3 heures;6 heures;12 heures;7136.mp3;;7136
441;Dans ce carrefour;C’est un carrefour à priorité de droite.;C;Je cède le passage aux cyclistes venant de gauche et de droite;Les cyclistes bénéficient de la priorité;Les cyclistes ne sont pas obligés de continuer tout droit;7137.mp3;;7137
442;Ce chargement est correct;Il ne dépasse pas de plus d’un mètre et ne masque ni la plaque ni les feux.;A;Oui;Non;;7140.mp3;;7140
443;Ce signal m’oblige à continuer tout droit ou à gauche;Vous pouvez tourner à droite en empruntant la bande ’’bus’’.;B;Oui;Non;;7141.mp3;;7141
444;Autoroute. Je peux dépasser la voiture et le camion en même temps;Vous pouvez tripler lorsqu’il y a trois bandes affectées au sens suivi.;A;Oui;Non;;7142.mp3;;7142
445;L’ABS est un système de freinage qui;Si vous freinez trop fort, l’ABS relâche le frein afin d’éviter le blocage des roues.;B;Permet de s’immobiliser sur une distance plus courte;Empêche les roues de se bloquer;Evite que le véhicule ne recule dans une côte;7144.mp3;;7144
446;Ce signal m’indique;Tunnel d’une longueur de plus de 500 mètres.;C;Un passage à niveau;Des voies ferrées établies sur la chaussée;Un tunnel;7145.mp3;;7145
447;Pour rejoindre le trottoir en quittant mon véhicule, je passe;Afin de faire face au trafic.;A;Par l’arrière;Par l’avant;;7146.mp3;;7146
448;Puis-je m’immobiliser ici pour téléphoner;S’immobiliser pour téléphoner est considéré comme un stationnement;B;Oui;Non;;7149.mp3;;7149
449;Ce signal routier signifie;Définition du signal;B;Raccord transversal;Hôpital;Autoroute;7150.mp3;;7150
450;Je désire stationner;Interdit sur la chaussée à moins de 5 mètres en deçà.;B;Je peux le faire juste avant un passage;Je peux le faire juste après un passage;C’est interdit avant et après;7151.mp3;;7151
451;Pour changer de bande de circulation, regarder dans les rétroviseurs est suffisant;Il y a toujours un angle mort.;B;Oui;Non, il faut aussi tourner la tête;;7147.mp3;;7147
452;Lorsque je quitte mon véhicule, il est préférable d’emporter les documents de bord;En cas de vol, autant que le voleur n’ai pas les papiers du véhicule.;A;Oui;Non;;7148.mp3;;7148
453;En franchissant ce trottoir traversant, je dois céder le passage;C’est un carrefour à priorité de droite;B;Aux piétons;Aux piétons et aux véhicules venant de droite;Aux piétons et aux véhicules venant de droite et de gauche;7201.mp3;;7201
454;Le feu est vert. Je dois céder le passage au tram;Le feu vert vous donne la priorité;B;Oui;Non;;7202.mp3;;7202
455;Après le signal;Hors agglo et de jour;C;Le stationnement est interdit sur tout accotement;La vitesse est limitée à 50 km/h;Je peux utiliser le klaxon avant de dépasser;7204.mp3;;7204
456;Pour dépasser ce véhicule par la droite, j’utilise l’indicateur de direction de droite;Vous suivez simplement le bord droit;B;Oui;Non;;7205.mp3;;7205
457;Le cyclomoteur bénéficie de la priorité;A la fin de la piste cyclable, le cyclomoteur qui continue tout droit bénéficie de la priorité;A;Oui;Non;;7206.mp3;;7206
458;Agglomération. A gauche de cette chaussée à sens unique, à hauteur de la camionnette blanche;Comme l’espace libre sur la chaussée à réduit à moins de 3 mètres, seul l’arrêt est autorisé.;B;Le stationnement est autorisé;L’arrêt est autorisé;L’arrêt et le stationnement sont autorisés;7211.mp3;;7211
459;Quel signal interdit l’accès dans les 2 sens?;Accès interdit dans les 2 sens à tous les conducteurs;C;A;B;C;7217.mp3;;7217
460;Que signifie ce signal routier ?;Zone résidentielle ou de rencontre;B;Rue réservée au jeu;Zone résidentielle;Abord d’école;7219.mp3;;7219
461;Titulaire d’un permis B depuis moins de 6 mois, je peux transporter au maximum;Avec le permis B, vous pouvez transporter jusqu’à 8 passagers.;C;1 passager;4 passagers;8 passagers;7222.mp3;;7222
462;La route est enneigée. Le feu de brouillard arrière;Lorsque les chutes de neige réduisent la visibilité à moins de 100 mètres environ.;C;Peut être utilisé;Doit être utilisé;Ne peut pas être utilisé;7225.mp3;;7225
463;Le temps de réaction indique le temps compris entre le moment où;Réaction : Je vois le danger et je commence à freiner. Freinage : Je commence à freiner et le véhicule s’arrête. Arrêt : Je vois le danger et le véhicule s’arrête.;A;Vous voyez le danger et le moment où vous commencez à freiner;Vous commencez à freiner et l'arrêt du véhicule;Vous voyez le danger et l'arrêt du véhicule;7226.mp3;;7226
464;La distance d’arrêt indique la distance parcourue entre le moment où;Réaction : Je vois le danger et je commence à freiner. Freinage : Je commence à freiner et le véhicule s’arrête. Arrêt : Je vois le danger et le véhicule s’arrête.;C;Vous voyez le danger et le moment où vous commencez à freiner;Vous commencez à freiner et l'arrêt du véhicule;Vous voyez le danger et l'arrêt du véhicule;7228.mp3;;7228
465;La vitesse sur autoroute est limitée à 110 km/h pour les conducteurs titulaires d’un permis depuis moins de 2 ans;120 km/h pour les voitures.;B;Vrai;Faux;;7239.mp3;;7239
466;Passage à niveau. Je peux démarrer;C’est la réponse la plus complète.;C;Dès que les feux rouges s’éteignent;Dès que les barrières sont levées;Dès que les barrières sont levées et les feux rouges éteints;7241.mp3;;7241
467;En cas de panne sur cette voie publique;100 m seulement sur une autoroute.;C;Je dois porter le gilet et placer le triangle de danger à 100 mètres;Je dois placer le triangle à 100 mètres;Je dois placer le triangle à 30 mètres;7245.mp3;;7245
468;Je peux dépasser ces cavaliers;Interdit de circuler sur le site spécial franchissable pour un dépassement;B;Oui;Non;;7152.mp3;;7152
469;Puis-je dépasser ce véhicule qui tourne à gauche en empruntant la piste cyclable ?;Toute circulation est interdite sur la piste cyclable.;C;Oui;Oui, s’il n’y a pas de cycliste;Non;7154.mp3;;7154
470;Je désire continuer tout droit. J’ai priorité sur la voiture bleue qui tourne à gauche;Celui qui tourne à gauche doit céder le passage.;A;Oui;Non;;7155.mp3;;7155
471;Je peux dépasser la voiture blanche;Le feu est vert. Le dépassement dans un carrefour ou à l’approche d’un passage pour piéton n’est donc pas interdit.;A;Oui;Non;;7156.mp3;;7156
472;En bloquant mes roues au freinage, ma distance d’arrêt sera;Le pneu fond et n’adhère plus. La distance d’arrêt est donc plus longue.;C;Plus courte;Plus courte mais je ne peux plus diriger la voiture;Plus longue;7157.mp3;;7157
473;Ce signal interdit l’accès;Aux véhicules larges à moteur : voiture, camion, autocar,;B;Aux voitures ainsi qu’aux cyclomoteurs classe A et classe B;Aux voitures;Aux voitures ainsi qu’aux véhicules attelés;4101.mp3;;4101
474;Au-delà de ce signal, je peux circuler à 80 Km/h;Hors agglomération, maximum 90 Km/h. Il est donc autorisé de circuler à 80 Km/h. (Flandre: max 70 km/h );A;Oui;Non;;4102.mp3;;4102
475;Ce camion désire changer de bande;Changer de bande est une manoeuvre. Vous pouvez le laisser passer mais évitez de freiner brusquement.;B;Je dois lui céder le passage;Je peux lui céder le passage;Lui céder le passage est une infraction;4103.mp3;;4103
476;Ce signal routier interdit l’accès;Accès interdit dans les 2 sens à tout conducteur.;B;Aux véhicules;Aux conducteurs;Aux usagers;4104.mp3;;4104
477;Le procureur du Roi décide d’un retrait immédiat de mon permis de conduire suite à une infraction du 3ème degré. Ce retrait immédiat prend cours;Retrait IMMEDIAT.;A;Immédiatement;Dès que je suis rentré chez moi;Dès le lendemain matin;4105.mp3;;4105
478;Ce passage à niveau est;Définition du signal;A;A voie unique;Avec barrières;Sans barrière;4106.mp3;;4106
479;Ce signal m’oblige à céder le passage durant 250 mètres;Définition du signal : fin de voie prioritaire DANS 250 m.;B;Oui;Non;;4107.mp3;;4107
480;Le 20 du mois, je peux laisser descendre un passager au-delà de ce signal;Seul le stationnement est interdit.;A;Oui;Non;;4108.mp3;;4108
481;Ayant consommé trop d’alcool, est-il possible que je sois encore en état d’imprégnation alcoolique le lendemain matin ?;Il faut 2 heures pour éliminer un verre d’alcool.;A;Oui;Non;;4109.mp3;;4109
482;Je peux tourner à droite;Vous venez d’une direction qui coupe la direction indiquée par le bras de l’agent.;B;Oui;Non;;4110.mp3;;4110
483;Ce signal routier m’indique un passage étroit;Définition du signal : circulation admise dans les 2 sens;C;Oui, à 100 m;Oui, pendant 100 m;Non;4111.mp3;;4111
484;Juste devant ce signal routier;Interdit à moins de 20 mètres lorsque le signal est à moins de 2 m du sol.;C;Je peux mettre mon véhicule en stationnement;Je peux mettre mon véhicule à l’arrêt;Arrêt et stationnement sont interdits;4112.mp3;;4112
485;Sur cette route, ma vitesse est fixée à;Il n’y a pas de vitesse minimale sur une route pour automobile.;C;Minimum 70 km/h;Minimum 70 km/h et maximum 120 km/h;Maximum 120 km/h;4115.mp3;;4115
486;Ce signal routier signifie;Définition du signal;A;Chaussée glissante;Risque de verglas;Ornières;4117.mp3;;4117
487;Ce signal indique un arrêt de bus;C’est une bande bus.;B;Oui;Non;;4118.mp3;;4118
488;En panne sur ce type de voie publique, je dois porter une veste rétro réfléchissante;C’est pourquoi la veste doit se trouver dans l’habitacle.;B;Oui;Oui et je dois la porter avant de descendre de mon véhicule;Non;4126.mp3;;4126
489;Pour dépasser ce cycliste, je garde une distance latérale de;1 m entre le cycliste et votre véhicule;A;1;1;1;4137.mp3;;4137
490;A quel moment l’effet du vent est-il le plus dangereux;La différence de pression se ressent au moment ou vous passez à côté du véhicule à dépasser;C;Le jour;La nuit;Lors d’un dépassement;4138.mp3;;4138
491;En panne hors agglomération, j’ai placé mon triangle à 45 mètres;30 mètres minimum et visible à 50 mètres.;A;Cette distance est suffisante;Cette distance est insuffisante;;4168.mp3;;4168
492;Un pneu mal gonflé va s’user plus rapidement;Augmentation de la consommation et usure plus rapide;A;Oui;Non;Non, mais la consommation augmente;4185.mp3;;4185
493;Je dois utiliser mon indicateur de direction pour dépasser ce cycliste;Dans ce cas, on ne parle pas de dépassement car il circule sur une autre partie de la voie publique.;B;Oui;Non;;4186.mp3;;4186
494;Ce véhicule stationné est en infraction;Il  n’est pas parallèle au bord de la chaussée. 50 €.;A;Oui, du premier degré;Oui, c’est une infraction administrative;Non;4189.mp3;;4189
495;Combien d’enfants de moins de 12 ans peuvent prendre place à l’arrière de cette voiture ?;Le nombre de passagers est limité au nombre de places.;A;3;4;5;4193.mp3;;4193
496;S’immobiliser pour consulter une carte routière est considéré comme;Car il n’y a ni embarquement ni débarquement.;B;Un arrêt;Un stationnement;Un cas de force majeure;4194.mp3;;4194
497;Au carrefour, je peux continuer tout droit;Le panneau bleu indique le tracé de la voie prioritaire , pas une obligation de continuer tout droit.;A;Oui;Non;;4201.mp3;;4201
498;Je peux changer de bande pour entrer sur l’autoroute;La ligne orange rend la ligne blanche sans effet.;B;Oui;Non;;4208.mp3;;4208
499;Au volant d’une camionnette, quel signal m’autorise le stationnement ?;Camion et camionnette;C;A;A ou B;B;4210.mp3;;4210
500;Est dispensé du port obligatoire de la ceinture;A retenir;C;Une femme enceinte en possession d’un certificat médical;Un enfant assis à l’arrière;Un conducteur effectuant une marche arrière;5045.mp3;;5045
501;Je peux laisser descendre mon passager sous ce pont;Ni arrêt ni stationnement sur la chaussée sous un pont.;C;Oui;Oui à condition d’allumer mes feux;Non;4213.mp3;;4213
502;Sur cette voie publique, l’accès est interdit aux véhicules qui ne peuvent atteindre 70 Km/h;Seulement sur autoroute.;B;Oui;Non;;4119.mp3;;4119
503;Dans ce carrefour, je bénéficie de la priorité;Ce n’est pas un chemin de terre;B;Oui;Non;;8221.mp3;;8221
504;Sur autoroute, je peux rouler à 130 km/h;La vitesse maximale sur autoroute est fixée à 120 km/h. Il n’y a pas de tolérance lors du dépassement.(Pour les autocars et la camions dont la MMA dépasse 7500 kg, la vitesse est limitée à 90 km/h, et la 3eme bande est interdite);C;Oui, mais seulement sur la 3eme bande;Oui, mais seulement pour effectuer un dépassement;Non;1708.mp3;;1708
505;En cas de dérapage, je dois;En restant sur le frein, les roues restent bloquées et le véhicule continue à déraper.;B;Freiner;Débrayer;Rétrograder;1426.mp3;;1426
506;Il convient de préparer la sortie d'une autoroute à environ;C'est d'ailleurs la distance à laquelle un GPS vous signale une sortie.;C;400 mètres;800 mètres;2 km;3402.mp3;;3402
507;Quel témoin indique le fonctionnement du feu de bouillard arrière;A : brouillard arrière, B : dégivrage arrière, C : feux de croisement, D : feux de route.;A;A;B;C;3404.mp3;;3404
508;Le véhicule de droite est correctement stationné;La règle des 20 mètres ne compte que pour un feu placé dans un carrefour;B;Oui;Non, il doit se trouver à 5 mètres du passage pour piétons;Non, il doit se trouver à 20 mètres du feu;9608.mp3;;9608
509;Il ne faut pas que;La masse en charge (le poids réel) ne peut pas excéder la MMA (le maximum que peut peser le véhicule).;A;La masse en charge excède la MMA;Le MMA excède la masse en charge;;3406.mp3;;3406
510;Après avoir démarré le moteur, avant de me mettre en route, je dois laisser chauffer le moteur;Mais évitez de trop solliciter le moteur avant qu'il n'atteigne la bonne température. ;C;Oui, durant 1 minute;Oui, jusqu'à 90 degrés;Non;3407.mp3;;3407
511;Les portes du tram sont encore ouvertes;Bien que les portes soient encore ouvertes, vous pouvez dépasser le tram prudemment par la droite.;A;Je peux le dépasser prudemment par la droite après avoir marqué l'arrêt;Je dois attendre derrière le tram;;1336.mp3;;1336
512;Au-delà du signal, une camionnette (MMA 2500 kg);Stationnement réservé aux voitures, voitures mixtes, minibus et moto.;C;Peut stationner en payant;Peut stationner sans payer;Ne peux pas stationner;3410.mp3;;3410
513;Au-delà du portique, ma vitesse est limitée à 50 km/h;Le signal est placé au dessus de la bande de droite. Il n'est valable que sur le site spécial franchissable.;B;Oui;Non;;3411.mp3;;3411
514;Dans cette situation;Pour croiser sur une chaussée étroite, vous pouvez emprunter l'accotement de plain pied.;B;Je dois attendre que le véhicule soit passé;Je peux le croiser en roulant sur le marquage à ma droite;;3412.mp3;;3412
515;La voiture grise redémarre;Le feu vert rend sans effet le signal Stop.;A;Je peux la suivre;Je dois marquer l'arrêt à la ligne transversale;;3413.mp3;;3413
516;Il existe une limite d'âge pour conduire une voiture;Le conducteur doit cependant toujours présenter les qualités physiques requises.;C;Oui, 75 ans;Oui, 80 ans;Non;3419.mp3;;3419
